"","Suburb","Postcode","LGA"
"1","Abbeyard","3737","Alpine Shire"
"2","Abbotsford","3067","Yarra City"
"3","Aberfeldie","3040","Moonee Valley City"
"4","Aberfeldy","3825","Baw Baw Shire"
"5","Acheron","3714","Murrindindi Shire"
"6","Acheron","3714","Murrindindi Shire"
"7","Adams Estate","3984","Bass Coast Shire"
"8","Addington","3352","Ballarat City"
"9","Adelaide Lead","3465","Central Goldfields Shire"
"10","Agnes","3962","South Gippsland Shire"
"11","Aintree","3336","Melton City"
"12","Aireys Inlet","3231","Surf Coast Shire"
"13","Airly","3851","Wellington Shire"
"14","Airport West","3042","Moonee Valley City"
"15","Albanvale","3021","Brimbank City"
"16","Albert Park","3206","Port Phillip City"
"17","Albert Park","3206","Port Phillip City"
"18","Alberton","3971","Wellington Shire"
"19","Alberton West","3971","Wellington Shire"
"20","Albion","3020","Brimbank City"
"21","Alexandra","3714","Murrindindi Shire"
"22","Alexandra","3714","Murrindindi Shire"
"23","Alexandra","3714","Murrindindi Shire"
"24","Alfredton","3350","Ballarat City"
"25","Alfredton","3350","Ballarat City"
"26","Allambee","3823","Baw Baw Shire"
"27","Allambee Reserve","3871","Baw Baw Shire"
"28","Allambee Reserve","3871","South Gippsland Shire"
"29","Allambee South","3871","South Gippsland Shire"
"30","Allans Flat","3691","Indigo Shire"
"31","Allansford","3277","Moyne Shire"
"32","Allansford","3277","Warrnambool City"
"33","Allendale","3364","Hepburn Shire"
"34","Allestree","3305","Glenelg Shire"
"35","Alma","3465","Central Goldfields Shire"
"36","Almonds","3727","Moira Shire"
"37","Almurta","3979","Bass Coast Shire"
"38","Alphington","3078","Darebin City"
"39","Alphington","3078","Yarra City"
"40","Altona","3018","Hobsons Bay City"
"41","Altona Meadows","3028","Hobsons Bay City"
"42","Altona Meadows","3028","Hobsons Bay City"
"43","Altona North","3025","Hobsons Bay City"
"44","Altona North","3025","Hobsons Bay City"
"45","Altona North","3025","Hobsons Bay City"
"46","Alvie","3249","Colac Otway Shire"
"47","Amherst","3371","Central Goldfields Shire"
"48","Amor","3825","Baw Baw Shire"
"49","Amphitheatre","3468","Pyrenees Shire"
"50","Amphitheatre","3468","Pyrenees Shire"
"51","Amphitheatre","3468","Pyrenees Shire"
"52","Anakie","3213","Golden Plains Shire"
"53","Anakie","3213","Greater Geelong City"
"54","Ancona","3715","Mansfield Shire"
"55","Anderson","3995","Bass Coast Shire"
"56","Anglers Rest","3898","East Gippsland Shire"
"57","Anglesea","3230","Surf Coast Shire"
"58","Annuello","3549","Swan Hill Rural City"
"59","Antwerp","3414","Hindmarsh Shire"
"60","Antwerp","3414","Hindmarsh Shire"
"61","Apollo Bay","3233","Colac Otway Shire"
"62","Appin","3579","Gannawarra Shire"
"63","Appin South","3579","Gannawarra Shire"
"64","Appin South","3579","Gannawarra Shire"
"65","Appin South","3579","Loddon Shire"
"66","Apsley","3319","West Wimmera Shire"
"67","Arapiles","3409","Horsham Rural City"
"68","Ararat","3377","Ararat Rural City"
"69","Arawata","3951","South Gippsland Shire"
"70","Arcadia","3631","Greater Shepparton City"
"71","Arcadia South","3631","Strathbogie Shire"
"72","Arcadia South","3631","Strathbogie Shire"
"73","Archdale","3475","Central Goldfields Shire"
"74","Archdale","3475","Northern Grampians Shire"
"75","Archdale Junction","3475","Central Goldfields Shire"
"76","Archerton","3723","Benalla Rural City"
"77","Archerton","3723","Wangaratta Rural City"
"78","Archies Creek","3995","Bass Coast Shire"
"79","Ardeer","3022","Brimbank City"
"80","Ardmona","3629","Greater Shepparton City"
"81","Areegra","3480","Yarriambiack Shire"
"82","Argyle","3523","Greater Bendigo City"
"83","Armadale","3143","Stonnington City"
"84","Armadale","3143","Stonnington City"
"85","Armstrong","3377","Ararat Rural City"
"86","Armstrong Creek","3217","Greater Geelong City"
"87","Arnold","3551","Loddon Shire"
"88","Arnold West","3551","Loddon Shire"
"89","Arthurs Creek","3099","Nillumbik Shire"
"90","Arthurs Seat","3936","Mornington Peninsula Shire"
"91","Arthurs Seat","3936","Mornington Peninsula Shire"
"92","Ascot","3364","Ballarat City"
"93","Ascot","3551","Greater Bendigo City"
"94","Ascot Vale","3032","Moonee Valley City"
"95","Ashbourne","3442","Macedon Ranges Shire"
"96","Ashburton","3147","Boroondara City"
"97","Ashburton","3147","Boroondara City"
"98","Ashwood","3147","Monash City"
"99","Aspendale","3195","Kingston City"
"100","Aspendale Gardens","3195","Kingston City"
"101","Aspendale Gardens","3195","Kingston City"
"102","Athlone","3818","Baw Baw Shire"
"103","Attwood","3049","Hume City"
"104","Attwood","3049","Hume City"
"105","Aubrey","3393","Yarriambiack Shire"
"106","Auchmore","3570","Loddon Shire"
"107","Avalon","3212","Greater Geelong City"
"108","Avenel","3664","Mitchell Shire"
"109","Avenel","3664","Strathbogie Shire"
"110","Avoca","3467","Pyrenees Shire"
"111","Avon Plains","3477","Northern Grampians Shire"
"112","Avondale Heights","3034","Moonee Valley City"
"113","Avonmore","3559","Greater Bendigo City"
"114","Avonsleigh","3782","Cardinia Shire"
"115","Axe Creek","3551","Greater Bendigo City"
"116","Axedale","3551","Greater Bendigo City"
"117","Axedale","3551","Greater Bendigo City"
"118","Ayrford","3268","Corangamite Shire"
"119","Ayrford","3268","Moyne Shire"
"120","Bacchus Marsh","3340","Moorabool Shire"
"121","Baddaginnie","3670","Benalla Rural City"
"122","Baddaginnie","3670","Strathbogie Shire"
"123","Badger Creek","3777","Yarra Ranges Shire"
"124","Bael Bael","3579","Gannawarra Shire"
"125","Bagshot","3551","Greater Bendigo City"
"126","Bagshot North","3551","Greater Bendigo City"
"127","Bahgallah","3312","Glenelg Shire"
"128","Bailieston","3608","Strathbogie Shire"
"129","Bairnsdale","3875","East Gippsland Shire"
"130","Bakery Hill","3350","Ballarat City"
"131","Bakery Hill","3350","Ballarat City"
"132","Balaclava","3183","Port Phillip City"
"133","Bald Hills","3364","Ballarat City"
"134","Bald Hills","3364","Hepburn Shire"
"135","Balintore","3249","Colac Otway Shire"
"136","Ballan","3342","Moorabool Shire"
"137","Ballangeich","3279","Moyne Shire"
"138","Ballangeich","3279","Moyne Shire"
"139","Ballapur","3483","Buloke Shire"
"140","Ballarat Central","3350","Ballarat City"
"141","Ballarat East","3350","Ballarat City"
"142","Ballarat East","3350","Ballarat City"
"143","Ballarat East","3350","Ballarat City"
"144","Ballarat North","3350","Ballarat City"
"145","Ballendella","3561","Campaspe Shire"
"146","Ballendella","3561","Campaspe Shire"
"147","Balliang","3340","Greater Geelong City"
"148","Balliang","3340","Moorabool Shire"
"149","Balliang East","3340","Moorabool Shire"
"150","Ballyrogan","3375","Ararat Rural City"
"151","Balmattum","3666","Strathbogie Shire"
"152","Balmattum","3666","Strathbogie Shire"
"153","Balmattum","3666","Strathbogie Shire"
"154","Balmoral","3407","Southern Grampians Shire"
"155","Balnarring","3926","Mornington Peninsula Shire"
"156","Balnarring","3926","Mornington Peninsula Shire"
"157","Balnarring Beach","3926","Mornington Peninsula Shire"
"158","Balook","3971","Latrobe City"
"159","Balook","3971","Wellington Shire"
"160","Balwyn","3103","Boroondara City"
"161","Balwyn","3103","Boroondara City"
"162","Balwyn","3103","Boroondara City"
"163","Balwyn","3103","Boroondara City"
"164","Balwyn","3103","Boroondara City"
"165","Balwyn North","3104","Boroondara City"
"166","Balwyn North","3104","Boroondara City"
"167","Balwyn North","3104","Boroondara City"
"168","Balwyn North","3104","Whitehorse City"
"169","Balwyn North","3104","Whitehorse City"
"170","Bamawm","3561","Campaspe Shire"
"171","Bamawm","3561","Campaspe Shire"
"172","Bamawm Extension","3564","Campaspe Shire"
"173","Bambra","3241","Surf Coast Shire"
"174","Bamganie","3333","Golden Plains Shire"
"175","Bandiana","3691","Wodonga City"
"176","Bangerang","3393","Yarriambiack Shire"
"177","Bangholme","3175","Greater Dandenong City"
"178","Bangholme","3175","Greater Dandenong City"
"179","Banksia Peninsula","3875","East Gippsland Shire"
"180","Bannerton","3549","Swan Hill Rural City"
"181","Bannockburn","3331","Golden Plains Shire"
"182","Banyan","3485","Buloke Shire"
"183","Banyena","3388","Northern Grampians Shire"
"184","Baranduda","3691","Wodonga City"
"185","Barfold","3444","Mount Alexander Shire"
"186","Baringhup","3463","Mount Alexander Shire"
"187","Baringhup West","3463","Mount Alexander Shire"
"188","Barjarg","3723","Mansfield Shire"
"189","Barkers Creek","3451","Mount Alexander Shire"
"190","Barkly","3384","Northern Grampians Shire"
"191","Barkly","3384","Pyrenees Shire"
"192","Barkstead","3364","Moorabool Shire"
"193","Barmah","3639","Moira Shire"
"194","Barnadown","3557","Greater Bendigo City"
"195","Barnawartha","3688","Indigo Shire"
"196","Barnawartha North","3691","Wodonga City"
"197","Baromi","3871","South Gippsland Shire"
"198","Barongarook","3249","Colac Otway Shire"
"199","Barongarook West","3249","Colac Otway Shire"
"200","Barrabool","3221","Surf Coast Shire"
"201","Barrakee","3525","Buloke Shire"
"202","Barramunga","3249","Colac Otway Shire"
"203","Barraport","3537","Loddon Shire"
"204","Barraport West","3537","Loddon Shire"
"205","Barrys Reef","3458","Moorabool Shire"
"206","Barunah Park","3329","Golden Plains Shire"
"207","Barunah Plains","3329","Colac Otway Shire"
"208","Barwidgee","3737","Alpine Shire"
"209","Barwite","3722","Mansfield Shire"
"210","Barwon Downs","3243","Colac Otway Shire"
"211","Barwon Heads","3227","Greater Geelong City"
"212","Basalt","3460","Hepburn Shire"
"213","Bass","3991","Bass Coast Shire"
"214","Batesford","3213","Golden Plains Shire"
"215","Batesford","3213","Greater Geelong City"
"216","Batesford","3213","Greater Geelong City"
"217","Bathumi","3730","Moira Shire"
"218","Baw Baw Village","3833","Unincorporated Land (victoria)"
"219","Baxter","3911","Mornington Peninsula Shire"
"220","Baxter","3911","Mornington Peninsula Shire"
"221","Bayindeen","3375","Ararat Rural City"
"222","Bayles","3981","Cardinia Shire"
"223","Baynton","3444","Macedon Ranges Shire"
"224","Baynton East","3444","Macedon Ranges Shire"
"225","Bayswater","3153","Knox City"
"226","Bayswater","3153","Knox City"
"227","Bayswater","3153","Knox City"
"228","Bayswater North","3153","Maroondah City"
"229","Bayswater North","3153","Maroondah City"
"230","Bayswater North","3153","Maroondah City"
"231","Beaconsfield","3807","Cardinia Shire"
"232","Beaconsfield","3807","Cardinia Shire"
"233","Beaconsfield","3807","Casey City"
"234","Beaconsfield Upper","3808","Cardinia Shire"
"235","Bealiba","3475","Central Goldfields Shire"
"236","Bearii","3641","Moira Shire"
"237","Bears Lagoon","3517","Loddon Shire"
"238","Beauchamp","3579","Gannawarra Shire"
"239","Beauchamp","3579","Swan Hill Rural City"
"240","Beaufort","3373","Pyrenees Shire"
"241","Beaumaris","3193","Bayside City"
"242","Beaumaris","3193","Bayside City"
"243","Beazleys Bridge","3477","Northern Grampians Shire"
"244","Beeac","3251","Colac Otway Shire"
"245","Beech Forest","3237","Colac Otway Shire"
"246","Beechworth","3747","Indigo Shire"
"247","Beenak","3139","Yarra Ranges Shire"
"248","Belgrave","3160","Yarra Ranges Shire"
"249","Belgrave Heights","3160","Yarra Ranges Shire"
"250","Belgrave South","3160","Yarra Ranges Shire"
"251","Bell Park","3215","Greater Geelong City"
"252","Bell Park","3215","Greater Geelong City"
"253","Bell Post Hill","3215","Greater Geelong City"
"254","Bell Post Hill","3215","Greater Geelong City"
"255","Bellarine","3223","Greater Geelong City"
"256","Bellbrae","3228","Surf Coast Shire"
"257","Bellbrae","3228","Surf Coast Shire"
"258","Bellbridge","3691","Towong Shire"
"259","Bellellen","3381","Northern Grampians Shire"
"260","Bellfield","3081","Banyule City"
"261","Bells Beach","3228","Surf Coast Shire"
"262","Bells Beach","3228","Surf Coast Shire"
"263","Belmont","3216","Greater Geelong City"
"264","Belmont","3216","Greater Geelong City"
"265","Bemm River","3889","East Gippsland Shire"
"266","Bena","3946","South Gippsland Shire"
"267","Benalla","3672","Benalla Rural City"
"268","Benambra","3900","East Gippsland Shire"
"269","Benayeo","3319","West Wimmera Shire"
"270","Bend Of Islands","3097","Nillumbik Shire"
"271","Bendigo","3550","Greater Bendigo City"
"272","Bendigo","3550","Greater Bendigo City"
"273","Bendigo","3550","Greater Bendigo City"
"274","Bendoc","3888","East Gippsland Shire"
"275","Bengworden","3875","East Gippsland Shire"
"276","Benjeroop","3579","Gannawarra Shire"
"277","Benloch","3435","Macedon Ranges Shire"
"278","Bennison","3960","South Gippsland Shire"
"279","Bentleigh","3204","Glen Eira City"
"280","Bentleigh East","3165","Glen Eira City"
"281","Bentleigh East","3165","Glen Eira City"
"282","Benwerrin","3235","Surf Coast Shire"
"283","Beremboke","3342","Moorabool Shire"
"284","Berrimal","3518","Loddon Shire"
"285","Berringa","3351","Golden Plains Shire"
"286","Berringama","3691","Towong Shire"
"287","Berriwillock","3531","Buloke Shire"
"288","Berrybank","3323","Corangamite Shire"
"289","Berrys Creek","3953","South Gippsland Shire"
"290","Berwick","3806","Casey City"
"291","Berwick","3806","Casey City"
"292","Berwick","3806","Casey City"
"293","Berwick","3806","Casey City"
"294","Bessiebelle","3304","Moyne Shire"
"295","Bet Bet","3472","Central Goldfields Shire"
"296","Bete Bolong","3888","East Gippsland Shire"
"297","Bete Bolong North","3888","East Gippsland Shire"
"298","Bethanga","3691","Towong Shire"
"299","Betley","3472","Central Goldfields Shire"
"300","Beulah","3395","Yarriambiack Shire"
"301","Beulah","3395","Yarriambiack Shire"
"302","Beverford","3590","Swan Hill Rural City"
"303","Beveridge","3753","Mitchell Shire"
"304","Beveridge","3753","Whittlesea City"
"305","Big Desert","3490","Mildura Rural City"
"306","Big Hill","3231","Surf Coast Shire"
"307","Big Hill","3555","Greater Bendigo City"
"308","Big Hill","3555","Greater Bendigo City"
"309","Big Pats Creek","3799","Yarra Ranges Shire"
"310","Biggara","3707","Towong Shire"
"311","Bimbourie","3533","Buloke Shire"
"312","Bindi","3896","East Gippsland Shire"
"313","Binginwarri","3966","South Gippsland Shire"
"314","Binginwarri","3966","Wellington Shire"
"315","Bingo Munjie","3898","East Gippsland Shire"
"316","Birchip","3483","Buloke Shire"
"317","Birchip West","3483","Buloke Shire"
"318","Birdwoodton","3505","Mildura Rural City"
"319","Birregurra","3242","Colac Otway Shire"
"320","Birregurra","3242","Surf Coast Shire"
"321","Birregurra","3242","Surf Coast Shire"
"322","Bittern","3918","Mornington Peninsula Shire"
"323","Bittern","3918","Mornington Peninsula Shire"
"324","Black Hill","3350","Ballarat City"
"325","Black Range","3381","Ararat Rural City"
"326","Black Range","3381","Northern Grampians Shire"
"327","Black Rock","3193","Bayside City"
"328","Black Rock","3193","Bayside City"
"329","Blackburn","3130","Whitehorse City"
"330","Blackburn","3130","Whitehorse City"
"331","Blackburn North","3130","Whitehorse City"
"332","Blackburn North","3130","Whitehorse City"
"333","Blackburn South","3130","Whitehorse City"
"334","Blackburn South","3130","Whitehorse City"
"335","Blackheath","3401","Horsham Rural City"
"336","Blackwarry","3844","Wellington Shire"
"337","Blackwood","3458","Moorabool Shire"
"338","Blairgowrie","3942","Mornington Peninsula Shire"
"339","Blakeville","3342","Moorabool Shire"
"340","Blampied","3364","Hepburn Shire"
"341","Blind Bight","3980","Casey City"
"342","Blowhard","3352","Ballarat City"
"343","Bo Peep","3351","Ballarat City"
"344","Bo Peep","3351","Pyrenees Shire"
"345","Bobinawarrah","3678","Wangaratta Rural City"
"346","Bochara","3301","Southern Grampians Shire"
"347","Bogong","3699","Alpine Shire"
"348","Boho","3669","Strathbogie Shire"
"349","Boho South","3669","Strathbogie Shire"
"350","Boho South","3669","Strathbogie Shire"
"351","Boigbeat","3531","Buloke Shire"
"352","Boinka","3490","Mildura Rural City"
"353","Boisdale","3860","Wellington Shire"
"354","Bolangum","3387","Northern Grampians Shire"
"355","Bolinda","3432","Macedon Ranges Shire"
"356","Bolton","3546","Swan Hill Rural City"
"357","Bolwarra","3305","Glenelg Shire"
"358","Bolwarrah","3352","Moorabool Shire"
"359","Bona Vista","3820","Baw Baw Shire"
"360","Bona Vista","3820","Baw Baw Shire"
"361","Bonang","3888","East Gippsland Shire"
"362","Bonbeach","3196","Kingston City"
"363","Bonbeach","3196","Kingston City"
"364","Bonegilla","3691","Wodonga City"
"365","Boneo","3939","Mornington Peninsula Shire"
"366","Bonn","3561","Campaspe Shire"
"367","Bonnie Brook","3335","Melton City"
"368","Bonnie Brook","3335","Melton City"
"369","Bonnie Doon","3720","Mansfield Shire"
"370","Bonshaw","3352","Ballarat City"
"371","Bookaar","3260","Corangamite Shire"
"372","Bookaar","3260","Corangamite Shire"
"373","Boolarong","3960","South Gippsland Shire"
"374","Boolarong","3960","South Gippsland Shire"
"375","Boolarra","3870","Latrobe City"
"376","Boolarra South","3870","Latrobe City"
"377","Boole Poole","3880","East Gippsland Shire"
"378","Boolite","3392","Yarriambiack Shire"
"379","Boomahnoomoonah","3728","Moira Shire"
"380","Boonah","3235","Surf Coast Shire"
"381","Boorcan","3265","Corangamite Shire"
"382","Boorhaman","3678","Wangaratta Rural City"
"383","Boorhaman East","3678","Wangaratta Rural City"
"384","Boorhaman North","3685","Wangaratta Rural City"
"385","Boorolite","3723","Mansfield Shire"
"386","Boorool","3953","South Gippsland Shire"
"387","Boort","3537","Loddon Shire"
"388","Boosey","3730","Moira Shire"
"389","Boralma","3682","Wangaratta Rural City"
"390","Bornes Hill","3379","Ararat Rural City"
"391","Boronia","3155","Knox City"
"392","Boronia","3155","Knox City"
"393","Boronia","3155","Knox City"
"394","Boronia","3155","Knox City"
"395","Boronia","3155","Knox City"
"396","Borung","3518","Loddon Shire"
"397","Bostocks Creek","3260","Corangamite Shire"
"398","Bostocks Creek","3260","Corangamite Shire"
"399","Botanic Ridge","3977","Casey City"
"400","Boundary Bend","3599","Swan Hill Rural City"
"401","Bowenvale","3465","Central Goldfields Shire"
"402","Boweya","3675","Benalla Rural City"
"403","Boweya","3675","Wangaratta Rural City"
"404","Boweya North","3675","Moira Shire"
"405","Bowmans Forest","3735","Wangaratta Rural City"
"406","Bowser","3678","Wangaratta Rural City"
"407","Box Hill","3128","Whitehorse City"
"408","Box Hill","3128","Whitehorse City"
"409","Box Hill North","3129","Whitehorse City"
"410","Box Hill South","3128","Whitehorse City"
"411","Box Hill South","3128","Whitehorse City"
"412","Boxwood","3725","Benalla Rural City"
"413","Boxwood","3725","Greater Shepparton City"
"414","Bradford","3463","Mount Alexander Shire"
"415","Bradvale","3361","Corangamite Shire"
"416","Braeside","3195","Kingston City"
"417","Brandy Creek","3821","Baw Baw Shire"
"418","Branxholme","3302","Glenelg Shire"
"419","Branxholme","3302","Glenelg Shire"
"420","Branxholme","3302","Southern Grampians Shire"
"421","Bravington","3821","Baw Baw Shire"
"422","Braybrook","3019","Maribyrnong City"
"423","Breakaway Creek","3303","Glenelg Shire"
"424","Breakwater","3219","Greater Geelong City"
"425","Breamlea","3227","Greater Geelong City"
"426","Breamlea","3227","Surf Coast Shire"
"427","Brenanah","3517","Loddon Shire"
"428","Brewster","3352","Pyrenees Shire"
"429","Brewster","3352","Pyrenees Shire"
"430","Briagolong","3860","Wellington Shire"
"431","Briar Hill","3088","Banyule City"
"432","Briar Hill","3088","Banyule City"
"433","Bridge Creek","3723","Mansfield Shire"
"434","Bridgewater","3516","Loddon Shire"
"435","Bridgewater North","3516","Loddon Shire"
"436","Bridgewater On Loddon","3516","Loddon Shire"
"437","Bright","3741","Alpine Shire"
"438","Brighton","3186","Bayside City"
"439","Brighton","3186","Bayside City"
"440","Brighton","3186","Bayside City"
"441","Brighton East","3187","Bayside City"
"442","Brighton East","3187","Bayside City"
"443","Brighton East","3187","Bayside City"
"444","Brighton East","3187","Glen Eira City"
"445","Brighton East","3187","Glen Eira City"
"446","Brim","3391","Yarriambiack Shire"
"447","Brimboal","3312","Glenelg Shire"
"448","Brimin","3685","Indigo Shire"
"449","Brimpaen","3401","Horsham Rural City"
"450","Bringalbert","3319","West Wimmera Shire"
"451","Brit Brit","3315","Southern Grampians Shire"
"452","Broadford","3658","Mitchell Shire"
"453","Broadlands","3875","East Gippsland Shire"
"454","Broadmeadows","3047","Hume City"
"455","Broadwater","3301","Moyne Shire"
"456","Brodribb River","3888","East Gippsland Shire"
"457","Broken Creek","3673","Benalla Rural City"
"458","Bromley","3472","Central Goldfields Shire"
"459","Brookfield","3338","Melton City"
"460","Brooklyn","3012","Brimbank City"
"461","Brooklyn","3012","Hobsons Bay City"
"462","Brookville","3896","East Gippsland Shire"
"463","Broomfield","3364","Hepburn Shire"
"464","Broughton","3418","Hindmarsh Shire"
"465","Brown Hill","3350","Ballarat City"
"466","Brown Hill","3350","Ballarat City"
"467","Brown Hill","3350","Ballarat City"
"468","Brown Hill","3350","Ballarat City"
"469","Browns Plains","3685","Indigo Shire"
"470","Bruarong","3749","Indigo Shire"
"471","Brucknell","3268","Corangamite Shire"
"472","Brunswick","3056","Moreland City"
"473","Brunswick","3056","Moreland City"
"474","Brunswick East","3057","Moreland City"
"475","Brunswick East","3057","Moreland City"
"476","Brunswick West","3055","Moreland City"
"477","Brunswick West","3055","Moreland City"
"478","Brunswick West","3055","Moreland City"
"479","Bruthen","3885","East Gippsland Shire"
"480","Buangor","3375","Ararat Rural City"
"481","Buangor","3375","Pyrenees Shire"
"482","Buangor","3375","Pyrenees Shire"
"483","Buchan","3885","East Gippsland Shire"
"484","Buchan South","3885","East Gippsland Shire"
"485","Buckland","3740","Alpine Shire"
"486","Buckley","3240","Surf Coast Shire"
"487","Buckley Swamp","3301","Southern Grampians Shire"
"488","Buckrabanyule","3525","Buloke Shire"
"489","Buckrabanyule","3525","Buloke Shire"
"490","Buckrabanyule","3525","Loddon Shire"
"491","Budgeree","3870","Latrobe City"
"492","Budgerum East","3579","Gannawarra Shire"
"493","Buffalo","3958","South Gippsland Shire"
"494","Buffalo","3958","South Gippsland Shire"
"495","Buffalo River","3737","Alpine Shire"
"496","Bulart","3314","Southern Grampians Shire"
"497","Buldah","3890","East Gippsland Shire"
"498","Bulga","3586","Swan Hill Rural City"
"499","Bulgana","3377","Northern Grampians Shire"
"500","Bulla","3428","Hume City"
"501","Bulla","3428","Hume City"
"502","Bullaharre","3266","Corangamite Shire"
"503","Bullarook","3352","Hepburn Shire"
"504","Bullarook","3352","Moorabool Shire"
"505","Bullarto","3461","Hepburn Shire"
"506","Bullarto South","3461","Hepburn Shire"
"507","Bullarto South","3461","Moorabool Shire"
"508","Bulleen","3105","Manningham City"
"509","Bulleen","3105","Manningham City"
"510","Bullengarook","3437","Macedon Ranges Shire"
"511","Bullioh","3700","Towong Shire"
"512","Bullumwaal","3875","East Gippsland Shire"
"513","Buln Buln","3821","Baw Baw Shire"
"514","Buln Buln East","3821","Baw Baw Shire"
"515","Bumberrah","3902","East Gippsland Shire"
"516","Bunbartha","3634","Greater Shepparton City"
"517","Bundalaguah","3851","Wellington Shire"
"518","Bundalong","3730","Moira Shire"
"519","Bundalong South","3730","Moira Shire"
"520","Bunding","3342","Moorabool Shire"
"521","Bundoora","3083","Banyule City"
"522","Bundoora","3083","Darebin City"
"523","Bundoora","3083","Whittlesea City"
"524","Bung Bong","3465","Central Goldfields Shire"
"525","Bung Bong","3465","Pyrenees Shire"
"526","Bungador","3260","Colac Otway Shire"
"527","Bungal","3334","Moorabool Shire"
"528","Bungalally","3401","Horsham Rural City"
"529","Bungaree","3352","Moorabool Shire"
"530","Bungeet","3726","Benalla Rural City"
"531","Bungeet West","3726","Benalla Rural City"
"532","Bungil","3691","Towong Shire"
"533","Bunguluke","3527","Buloke Shire"
"534","Buninyong","3357","Ballarat City"
"535","Buninyong","3357","Moorabool Shire"
"536","Bunkers Hill","3352","Ballarat City"
"537","Bunyip","3815","Cardinia Shire"
"538","Bunyip","3815","Cardinia Shire"
"539","Bunyip North","3815","Cardinia Shire"
"540","Burkes Bridge","3568","Gannawarra Shire"
"541","Burkes Flat","3475","Loddon Shire"
"542","Burnbank","3371","Pyrenees Shire"
"543","Burnewang","3558","Campaspe Shire"
"544","Burnley","3121","Yarra City"
"545","Burnside","3023","Melton City"
"546","Burnside Heights","3023","Melton City"
"547","Burramboot","3559","Campaspe Shire"
"548","Burramboot","3559","Campaspe Shire"
"549","Burramine","3730","Moira Shire"
"550","Burramine South","3730","Moira Shire"
"551","Burrowye","3709","Towong Shire"
"552","Burrumbeet","3352","Ballarat City"
"553","Burrumbeet","3352","Pyrenees Shire"
"554","Burrumbeet","3352","Pyrenees Shire"
"555","Burwood","3125","Monash City"
"556","Burwood","3125","Whitehorse City"
"557","Burwood East","3151","Whitehorse City"
"558","Burwood East","3151","Whitehorse City"
"559","Burwood East","3151","Whitehorse City"
"560","Bushfield","3281","Moyne Shire"
"561","Bushfield","3281","Warrnambool City"
"562","Bushy Park","3860","Wellington Shire"
"563","Butchers Ridge","3885","East Gippsland Shire"
"564","Buxton","3711","Murrindindi Shire"
"565","Byaduk","3301","Moyne Shire"
"566","Byaduk","3301","Southern Grampians Shire"
"567","Byaduk North","3300","Southern Grampians Shire"
"568","Byawatha","3678","Wangaratta Rural City"
"569","Bylands","3762","Macedon Ranges Shire"
"570","Bylands","3762","Mitchell Shire"
"571","Byrneside","3617","Greater Shepparton City"
"572","Cabarita","3505","Mildura Rural City"
"573","Cabbage Tree","3364","Hepburn Shire"
"574","Cabbage Tree Creek","3889","East Gippsland Shire"
"575","Cadello","3442","Macedon Ranges Shire"
"576","Cairnlea","3023","Brimbank City"
"577","Caldermeade","3984","Cardinia Shire"
"578","California Gully","3556","Greater Bendigo City"
"579","California Gully","3556","Greater Bendigo City"
"580","Calivil","3573","Loddon Shire"
"581","Calivil","3573","Loddon Shire"
"582","Callawadda","3387","Northern Grampians Shire"
"583","Callignee","3844","Latrobe City"
"584","Callignee North","3844","Wellington Shire"
"585","Callignee South","3844","Wellington Shire"
"586","Calrossie","3971","Wellington Shire"
"587","Calulu","3875","East Gippsland Shire"
"588","Camberwell","3124","Boroondara City"
"589","Camberwell","3124","Boroondara City"
"590","Camberwell","3124","Boroondara City"
"591","Camberwell","3124","Boroondara City"
"592","Camberwell","3124","Boroondara City"
"593","Camberwell","3124","Boroondara City"
"594","Camberwell","3124","Boroondara City"
"595","Cambrian Hill","3352","Golden Plains Shire"
"596","Campbellfield","3061","Hume City"
"597","Campbells Bridge","3387","Northern Grampians Shire"
"598","Campbells Creek","3451","Mount Alexander Shire"
"599","Campbells Creek","3451","Mount Alexander Shire"
"600","Campbells Creek","3451","Mount Alexander Shire"
"601","Campbells Creek","3451","Mount Alexander Shire"
"602","Campbells Forest","3556","Loddon Shire"
"603","Campbells Forest","3556","Loddon Shire"
"604","Campbelltown","3364","Central Goldfields Shire"
"605","Campbelltown","3364","Hepburn Shire"
"606","Campbelltown","3364","Mount Alexander Shire"
"607","Camperdown","3260","Corangamite Shire"
"608","Canadian","3350","Ballarat City"
"609","Canary Island","3537","Loddon Shire"
"610","Caniambo","3630","Greater Shepparton City"
"611","Cann River","3890","East Gippsland Shire"
"612","Cannie","3540","Gannawarra Shire"
"613","Cannons Creek","3977","Casey City"
"614","Cannum","3393","Yarriambiack Shire"
"615","Canterbury","3126","Boroondara City"
"616","Canterbury","3126","Boroondara City"
"617","Canterbury","3126","Boroondara City"
"618","Canterbury","3126","Boroondara City"
"619","Canterbury","3126","Boroondara City"
"620","Canterbury","3126","Boroondara City"
"621","Canterbury","3126","Boroondara City"
"622","Canterbury","3126","Boroondara City"
"623","Cape Bridgewater","3305","Glenelg Shire"
"624","Cape Clear","3351","Golden Plains Shire"
"625","Cape Conran","3888","East Gippsland Shire"
"626","Cape Otway","3233","Colac Otway Shire"
"627","Cape Paterson","3995","Bass Coast Shire"
"628","Cape Schanck","3939","Mornington Peninsula Shire"
"629","Cape Woolamai","3925","Bass Coast Shire"
